time
[<Arrow [2024-10-12T20:42:05.211962+09:00]>]
[<Arrow [2024-10-12T20:42:05.211962+09:00]>]
[<Arrow [2024-10-12T17:58:00+00:00]>]
[<Arrow [2024-10-12T10:15:00+00:00]>]
[<Arrow [2024-10-11T16:59:00+00:00]>]
[<Arrow [2024-10-11T09:09:00+00:00]>]
[<Arrow [2024-10-10T18:22:00+00:00]>]
[<Arrow [2024-10-10T03:53:00+00:00]>]
[<Arrow [2024-10-09T12:45:00+00:00]>]
[<Arrow [2024-10-09T07:55:00+00:00]>]
[<Arrow [2024-10-08T21:14:00+00:00]>]
[<Arrow [2024-10-08T09:59:00+00:00]>]
[<Arrow [2024-10-07T20:15:00+00:00]>]
[<Arrow [2024-10-07T02:08:00+00:00]>]
[<Arrow [2024-10-06T15:41:00+00:00]>]
[<Arrow [2024-10-05T16:07:00+00:00]>]
[<Arrow [2024-10-04T21:13:00+00:00]>]
[<Arrow [2024-10-04T14:20:00+00:00]>]
[<Arrow [2024-10-03T23:01:00+00:00]>]
[<Arrow [2024-10-03T10:27:00+00:00]>]
[<Arrow [2024-10-02T13:11:00+00:00]>]
[<Arrow [2024-10-01T14:50:00+00:00]>]
[<Arrow [2024-09-30T18:38:00+00:00]>]
[<Arrow [2024-09-29T15:22:00+00:00]>]
[<Arrow [2024-09-28T11:48:00+00:00]>]
[<Arrow [2024-09-27T13:49:00+00:00]>]
[<Arrow [2024-09-26T11:29:00+00:00]>]
[<Arrow [2024-09-25T11:25:00+00:00]>]
[<Arrow [2024-09-24T18:11:00+00:00]>]
[<Arrow [2024-09-23T19:26:00+00:00]>]
[<Arrow [2024-09-22T22:05:00+00:00]>]
[<Arrow [2024-09-22T13:15:00+00:00]>]
[<Arrow [2024-09-21T23:01:00+00:00]>]
[<Arrow [2024-09-21T15:09:00+00:00]>]
[<Arrow [2024-09-20T18:12:00+00:00]>]
[<Arrow [2024-09-20T14:31:00+00:00]>]
[<Arrow [2024-09-19T21:56:00+00:00]>]
[<Arrow [2024-09-19T12:06:00+00:00]>]
[<Arrow [2024-09-19T00:23:00+00:00]>]
[<Arrow [2024-09-18T21:57:00+00:00]>]
[<Arrow [2024-09-17T17:40:00+00:00]>]
[<Arrow [2024-09-16T22:26:00+00:00]>]
[<Arrow [2024-09-16T14:10:00+00:00]>]
[<Arrow [2024-09-15T22:53:00+00:00]>]
[<Arrow [2024-09-15T13:06:00+00:00]>]
[<Arrow [2024-09-14T04:30:00+00:00]>]
[<Arrow [2024-09-13T06:59:00+00:00]>]
[<Arrow [2024-09-12T17:15:00+00:00]>]
[<Arrow [2024-09-11T23:54:00+00:00]>]
[<Arrow [2024-09-10T19:00:00+00:00]>]
[<Arrow [2024-09-09T19:48:00+00:00]>]
[<Arrow [2024-09-09T12:43:00+00:00]>]
[<Arrow [2024-09-08T17:47:00+00:00]>]
[<Arrow [2024-09-08T10:04:00+00:00]>]
[<Arrow [2024-09-07T18:18:00+00:00]>]
[<Arrow [2024-09-07T08:58:00+00:00]>]
[<Arrow [2024-09-06T19:41:00+00:00]>]
[<Arrow [2024-09-06T14:20:00+00:00]>]
[<Arrow [2024-09-06T12:09:00+00:00]>]
[<Arrow [2024-09-06T01:26:00+00:00]>]
[<Arrow [2024-09-05T04:18:00+00:00]>]
[<Arrow [2024-09-04T09:35:00+00:00]>]
[<Arrow [2024-09-03T14:11:00+00:00]>]
[<Arrow [2024-09-02T16:09:00+00:00]>]
[<Arrow [2024-09-01T22:22:00+00:00]>]
[<Arrow [2024-08-31T22:41:00+00:00]>]
[<Arrow [2024-08-31T01:11:00+00:00]>]
[<Arrow [2024-08-30T15:06:00+00:00]>]
[<Arrow [2024-08-29T17:18:00+00:00]>]
[<Arrow [2024-08-28T17:27:00+00:00]>]
[<Arrow [2024-08-27T19:46:00+00:00]>]
[<Arrow [2024-08-26T18:33:00+00:00]>]
[<Arrow [2024-08-25T22:01:00+00:00]>]
[<Arrow [2024-08-24T17:45:00+00:00]>]
[<Arrow [2024-08-23T16:12:00+00:00]>]
[<Arrow [2024-08-22T19:29:00+00:00]>]
[<Arrow [2024-08-21T22:07:00+00:00]>]
[<Arrow [2024-08-20T21:17:00+00:00]>]
[<Arrow [2024-08-20T07:37:00+00:00]>]
[<Arrow [2024-08-19T04:27:00+00:00]>]
[<Arrow [2024-08-17T23:02:00+00:00]>]
[<Arrow [2024-08-16T22:45:00+00:00]>]
[<Arrow [2024-08-16T12:03:00+00:00]>]
[<Arrow [2024-08-15T16:15:00+00:00]>]
[<Arrow [2024-08-14T14:16:00+00:00]>]
[<Arrow [2024-08-13T22:07:00+00:00]>]
[<Arrow [2024-08-13T15:17:00+00:00]>]
[<Arrow [2024-08-13T03:09:00+00:00]>]
[<Arrow [2024-08-11T23:30:00+00:00]>]
[<Arrow [2024-08-10T23:13:00+00:00]>]
[<Arrow [2024-08-10T00:41:00+00:00]>]
[<Arrow [2024-08-09T13:45:00+00:00]>]
[<Arrow [2024-08-08T17:04:00+00:00]>]
[<Arrow [2024-08-07T19:33:00+00:00]>]
[<Arrow [2024-08-07T01:18:00+00:00]>]
[<Arrow [2024-08-06T13:47:00+00:00]>]
[<Arrow [2024-08-05T15:44:00+00:00]>]
[<Arrow [2024-08-04T23:25:00+00:00]>]
[<Arrow [2024-08-04T12:51:00+00:00]>]
[<Arrow [2024-08-03T15:21:00+00:00]>]
[<Arrow [2024-08-02T16:18:00+00:00]>]
[<Arrow [2024-08-02T11:57:00+00:00]>]
[<Arrow [2024-08-02T01:05:00+00:00]>]
[<Arrow [2024-08-01T23:54:00+00:00]>]
[<Arrow [2024-08-01T23:22:00+00:00]>]
[<Arrow [2024-08-01T23:02:00+00:00]>]
[<Arrow [2024-08-01T09:53:00+00:00]>]
[<Arrow [2024-07-31T23:09:00+00:00]>]
[<Arrow [2024-07-31T18:06:00+00:00]>]
[<Arrow [2024-07-30T19:46:00+00:00]>]
[<Arrow [2024-07-30T01:13:00+00:00]>]
[<Arrow [2024-07-29T18:10:00+00:00]>]
[<Arrow [2024-07-29T11:51:00+00:00]>]
[<Arrow [2024-07-29T00:18:00+00:00]>]
[<Arrow [2024-07-28T20:32:00+00:00]>]
[<Arrow [2024-07-28T03:03:00+00:00]>]
[<Arrow [2024-07-27T21:48:00+00:00]>]
[<Arrow [2024-07-27T14:28:00+00:00]>]
[<Arrow [2024-07-26T20:25:00+00:00]>]
[<Arrow [2024-07-26T08:36:00+00:00]>]
[<Arrow [2024-07-25T17:01:00+00:00]>]
[<Arrow [2024-07-24T18:48:00+00:00]>]
[<Arrow [2024-07-23T23:15:00+00:00]>]
[<Arrow [2024-07-23T09:10:00+00:00]>]
[<Arrow [2024-07-22T14:50:00+00:00]>]
[<Arrow [2024-07-21T20:03:00+00:00]>]
[<Arrow [2024-07-21T08:08:00+00:00]>]
[<Arrow [2024-07-20T20:55:00+00:00]>]
[<Arrow [2024-07-20T10:58:00+00:00]>]
[<Arrow [2024-07-19T18:30:00+00:00]>]
[<Arrow [2024-07-19T04:42:00+00:00]>]
[<Arrow [2024-07-18T17:10:00+00:00]>]
[<Arrow [2024-07-18T06:49:00+00:00]>]
[<Arrow [2024-07-17T19:34:00+00:00]>]
[<Arrow [2024-07-17T10:06:00+00:00]>]
[<Arrow [2024-07-16T18:35:00+00:00]>]
[<Arrow [2024-07-15T23:34:00+00:00]>]
[<Arrow [2024-07-15T14:02:00+00:00]>]
[<Arrow [2024-07-14T21:26:00+00:00]>]
[<Arrow [2024-07-14T09:01:00+00:00]>]
[<Arrow [2024-07-13T17:19:00+00:00]>]
[<Arrow [2024-07-13T00:19:00+00:00]>]
[<Arrow [2024-07-12T11:59:00+00:00]>]
[<Arrow [2024-07-11T21:02:00+00:00]>]
[<Arrow [2024-07-11T13:37:00+00:00]>]
[<Arrow [2024-07-10T17:00:00+00:00]>]
